funding_total_usd ;market ;funding_rounds;seed;venture;equity_crowdfunding;undisclosed;debt_financing;angel;grant;private_equity;post_ipo_equity;post_ipo_debt;secondary_market;product_crowdfunding;round_A;round_B;round_C;round_D;round_E;round_F;round_G;round_H;Status;firm_age
1000000;Biotechnology ;1;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
81900;Mobile ;1;0;0;0;0;81900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
2147954;Web Hosting ;2;0;2147954;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
787000;Social Media Marketing ;1;0;787000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
2.43E+07;E-Commerce ;3;0;24300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32
2517000;Biotechnology ;2;0;2517000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
3.08E+07;E-Commerce ;3;0;30800000;0;0;0;0;0;0;0;0;0;0;3300000;7500000;20000000;0;0;0;0;0;1;29
75000;Real Estate ;1;75000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1330506;Manufacturing ;1;0;1330506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30
3235793;Beauty ;2;479998;0;0;0;0;0;0;2755795;0;0;0;0;0;0;0;0;0;0;0;0;1;14
564000;Software ;1;0;564000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
3800000;Photography ;1;0;3800000;0;0;0;0;0;0;0;0;0;0;0;3800000;0;0;0;0;0;0;1;17
3000000;Enterprises ;1;0;0;0;0;0;3000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
6482952;Mobile ;3;0;3760000;0;0;2722952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;26
525000;Web Development ;1;525000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
2600000;Technology ;3;500000;1100000;0;0;0;1000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
449996;Software ;1;0;449996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1275000;Software ;2;0;1275000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
150000;Software ;1;0;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
3893746;Advertising ;1;0;3893746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
100000;Software ;1;0;0;0;0;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.23E+08;Biotechnology ;11;0;107149652;0;0;3498860;0;0;12180000;0;0;0;0;0;6500000;22000000;16000000;17000000;0;0;0;1;19
550000;Entertainment ;1;0;0;0;0;550000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
3000000;Mobile ;1;0;3000000;0;0;0;0;0;0;0;0;0;0;3000000;0;0;0;0;0;0;0;1;13
1700000;Curated Web ;1;1700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2.00E+07;Rapidly Expanding ;1;0;20000000;0;0;0;0;0;0;0;0;0;0;0;0;20000000;0;0;0;0;0;1;28
700000;Biotechnology ;1;0;700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1150000;Curated Web ;2;1150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
7.50E+07;Biotechnology ;1;0;0;0;0;75000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
3051073;Games ;1;0;3051073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
5500000;Infrastructure ;2;5500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
7.04E+07;E-Commerce ;5;3072680;67333295;0;0;0;0;0;0;0;0;0;0;10968800;37186000;4000000;0;0;0;0;0;1;26
6.15E+07;Security ;2;0;61500000;0;0;0;0;0;0;0;0;0;0;0;16500000;0;45000000;0;0;0;0;1;25
2.65E+08;Health Care ;4;0;90000014;0;0;175000000;0;0;0;0;0;0;0;0;0;0;50000000;0;0;0;0;1;27
1803277;Software ;3;0;1803277;0;0;0;0;0;0;0;0;0;0;1703277;100000;0;0;0;0;0;0;1;16
250000;Health and Wellness ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
250000;Games ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
9200000;Hardware + Software ;1;0;9200000;0;0;0;0;0;0;0;0;0;0;9200000;0;0;0;0;0;0;0;1;17
1750000;Mobile ;2;0;0;0;0;0;1750000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
5261969;Medical Devices ;7;1911375;1918594;0;0;935000;0;497000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
2000000;Education ;1;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
3.67E+07;Biotechnology ;5;0;31347150;0;0;5335545;0;0;0;0;0;0;0;0;0;0;0;0;20500000;0;0;1;26
1.04E+07;Health Care ;9;2592000;7851323;0;0;0;0;0;0;0;0;0;0;0;4382380;0;0;0;0;0;0;1;16
5600000;Manufacturing ;1;0;0;0;0;5600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30
400000;Curated Web ;1;0;0;0;0;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1500000;Biotechnology ;1;0;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
5130000;Financial Services ;2;0;5130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
5.50E+07;Consulting ;2;0;55000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
25000;Sports ;1;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
354125;Biotechnology ;1;0;354125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2200000;Internet of Things ;3;2000000;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
1.63E+07;Security ;2;0;9350000;0;0;6948276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
1500000;Biotechnology ;1;0;1500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
400000;E-Commerce ;1;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
2400000;Education ;1;0;2400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
150000;Investment Management ;1;0;0;0;0;0;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
3.22E+07;Mobile ;3;0;32200000;0;0;0;0;0;0;0;0;0;0;6200000;7000000;19000000;0;0;0;0;0;1;20
725000;Craft Beer ;1;0;0;725000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
695000;Biotechnology ;1;0;695000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1400000;Social Media Marketing ;2;0;1000000;0;0;0;400000;0;0;0;0;0;0;1000000;0;0;0;0;0;0;0;1;15
1.05E+07;Manufacturing ;5;0;6837877;0;0;2450000;0;0;1200558;0;0;0;0;0;0;0;0;0;0;0;0;1;22
1200000;Software ;1;0;1200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1.51E+07;All Markets ;4;2104119;13000000;0;0;0;0;0;0;0;0;0;0;8000000;5000000;0;0;0;0;0;0;1;16
520000;Clean Technology ;1;0;520000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32
3.16E+07;Enterprise Software ;3;0;31600000;0;0;0;0;0;0;0;0;0;0;0;6600000;0;0;0;0;0;0;1;16
212000;Biotechnology ;3;212000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20
1.00E+07;Biotechnology ;2;0;10000000;0;0;0;0;0;0;0;0;0;0;2000000;8000000;0;0;0;0;0;0;1;16
5575000;Television ;2;575000;5000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;13
200000;Software ;1;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
3210085;Enterprise Software ;2;0;3210085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2.03E+07;Apps ;2;0;20250000;0;0;0;0;0;0;0;0;0;0;10250000;10000000;0;0;0;0;0;0;1;19
2.75E+07;Biotechnology ;5;0;19487216;0;0;8000000;0;0;0;0;0;0;0;0;0;0;0;8800000;0;0;0;1;28
2000000;Kids ;1;0;2000000;0;0;0;0;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;16
1.50E+07;Games ;3;0;15000000;0;0;0;0;0;0;0;0;0;0;7000000;8000000;0;0;0;0;0;0;1;25
500000;Enterprise Software ;2;150000;350000;0;0;0;0;0;0;0;0;0;0;350000;0;0;0;0;0;0;0;0;16
4373439;Consulting ;1;0;4373439;0;0;0;0;0;0;0;0;0;0;4373439;0;0;0;0;0;0;0;1;16
687000;Open Source ;3;687000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
4000000;E-Commerce ;1;0;0;0;0;4000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
1.00E+08;Travel ;1;0;0;0;0;0;0;0;100000000;0;0;0;0;0;0;0;0;0;0;0;0;1;29
3756836;Software ;3;0;3756836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
3250000;Bitcoin ;1;3250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1905935;Hardware + Software ;5;0;1255957;0;0;649978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
5141450;Software ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
3250000;E-Commerce ;2;3250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1200000;Enterprise Software ;1;0;1200000;0;0;0;0;0;0;0;0;0;0;1200000;0;0;0;0;0;0;0;1;18
950000;Retail ;2;0;950000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
5953595;Biotechnology ;2;0;5953595;0;0;0;0;0;0;0;0;0;0;2780000;0;0;0;0;0;0;0;1;33
200000;Medical Professionals ;2;0;100000;0;0;0;0;100000;0;0;0;0;0;100000;0;0;0;0;0;0;0;1;25
1.10E+07;Software ;3;0;10964643;0;0;0;0;0;0;0;0;0;0;5708053;2736704;2519886;0;0;0;0;0;1;28
1.00E+07;Software ;2;0;10000000;0;0;0;0;0;0;0;0;0;0;0;0;0;4000000;0;0;0;0;1;24
205000;Opinions ;1;205000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
2.00E+07;Information Technology ;2;2000000;18000000;0;0;0;0;0;0;0;0;0;0;0;18000000;0;0;0;0;0;0;1;21
100000;Manufacturing ;1;0;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
20000;Enterprise Software ;1;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
100000;Social Network Media ;1;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
75000;Brand Marketing ;1;75000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
4.01E+07;Mobile ;8;0;40057776;0;0;0;0;0;0;0;0;0;0;0;1750000;12500000;0;0;0;0;0;1;17
50000;Finance ;1;0;0;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
25000;Social Media ;1;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
280000;Augmented Reality ;1;280000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
4000000;Consulting ;1;0;4000000;0;0;0;0;0;0;0;0;0;0;4000000;0;0;0;0;0;0;0;0;19
1187674;Biotechnology ;2;0;1187674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
5000000;Consumer Internet ;1;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
4444200;Software ;1;0;4444200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
1.86E+07;Analytics ;2;0;8600000;0;0;0;0;0;10000000;0;0;0;0;0;0;0;0;0;0;0;0;1;14
8.83E+07;Health and Wellness ;5;0;88264989;0;0;0;0;0;0;0;0;0;0;17264989;71000000;0;0;0;0;0;0;1;18
676000;Biotechnology ;4;0;566000;0;0;110000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
571927;Television ;1;0;0;0;0;571927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
7189674;Health and Wellness ;3;0;7189674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
5800000;Network Security ;3;0;5000000;0;0;0;800000;0;0;0;0;0;0;2500000;0;0;0;0;0;0;0;1;20
6228749;Hardware + Software ;3;0;5560003;0;0;668746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
4758319;Apps ;5;0;4517000;0;0;241319;0;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;18
1.94E+07;Manufacturing ;2;0;19400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12400000;0;0;0;1;25
200000;Software ;1;0;0;0;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
175000;Photography ;2;0;150000;0;0;25000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
2000000;Manufacturing ;1;0;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
5000000;Hardware + Software ;1;0;5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
2.20E+07;Advertising ;3;0;10000000;0;0;0;0;0;0;12000000;0;0;0;3000000;7000000;0;0;0;0;0;0;1;19
1.20E+07;Games ;1;0;12000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
2.00E+07;Biotechnology ;1;0;20000000;0;0;0;0;0;0;0;0;0;0;20000000;0;0;0;0;0;0;0;1;18
5203051;Biotechnology ;2;0;1120006;0;0;0;0;0;4083045;0;0;0;0;0;0;0;0;0;0;0;0;1;25
5795083;Hardware + Software ;2;5000000;795083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;30
3254737;Biotechnology ;1;0;3254737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
300000;E-Commerce ;1;0;0;0;0;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
1281756;Public Relations ;1;0;1281756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
2.74E+07;Biotechnology ;2;0;0;0;0;0;0;27400000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
2.60E+07;E-Commerce ;5;1000000;25037513;0;0;0;0;0;0;0;0;0;0;3250000;3000000;5000000;0;0;0;0;0;1;18
7645692;Software ;5;4547394;2500145;0;0;0;0;0;598153;0;0;0;0;0;0;0;0;0;0;0;0;1;18
96000;Software ;1;0;96000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
1.37E+07;Software ;2;0;13700000;0;0;0;0;0;0;0;0;0;0;0;6700000;0;0;0;0;0;0;0;24
1.18E+07;Fashion ;3;750000;11000000;0;0;0;0;0;0;0;0;0;0;2000000;9000000;0;0;0;0;0;0;1;12
150000;Manufacturing ;1;0;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
2.60E+07;Software ;5;0;22499968;0;0;3500000;0;0;0;0;0;0;0;0;6500000;9500000;5000000;0;0;0;0;1;23
9000000;Advertising ;3;500000;8500000;0;0;0;0;0;0;0;0;0;0;6000000;2500000;0;0;0;0;0;0;1;19
1.20E+07;Mobile ;1;0;12000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
150000;Mobile ;1;150000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1.67E+07;Curated Web ;1;0;16700000;0;0;0;0;0;0;0;0;0;0;16700000;0;0;0;0;0;0;0;0;17
125000;Project Management ;1;125000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32
365000;Personal Health ;1;365000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
200000;Advertising ;1;0;0;0;0;0;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
312500;Analytics ;1;312500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3628372;Mobile ;1;0;3628372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18
3412500;Health and Wellness ;3;0;2000000;0;0;1412500;0;0;0;0;0;0;0;2000000;0;0;0;0;0;0;0;1;12
3.30E+07;VoIP ;4;0;33000000;0;0;0;0;0;0;0;0;0;0;3000000;5000000;20000000;5000000;0;0;0;0;1;20
1.13E+07;Semiconductors ;1;0;11300000;0;0;0;0;0;0;0;0;0;0;0;11300000;0;0;0;0;0;0;1;26
1.30E+07;Software ;1;0;13000000;0;0;0;0;0;0;0;0;0;0;0;13000000;0;0;0;0;0;0;1;18
600000;Music Services ;1;600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
6000000;Virtual Goods ;2;0;6000000;0;0;0;0;0;0;0;0;0;0;1000000;5000000;0;0;0;0;0;0;1;19
4500000;Enterprise Software ;2;0;0;0;4500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
350000;Music ;1;350000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
3.00E+07;Software ;1;0;30000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23
3894581;Music ;5;0;3794581;0;0;100000;0;0;0;0;0;0;0;1100000;0;0;0;0;0;0;0;1;17
300000;Software ;1;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2600000;E-Commerce ;2;300000;2300000;0;0;0;0;0;0;0;0;0;0;2300000;0;0;0;0;0;0;0;1;14
615000;Events ;2;15000;0;0;0;0;600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2.42E+07;Mobile ;4;0;24175000;0;0;0;0;0;0;0;0;0;0;8500000;15000000;0;0;0;0;0;0;1;16
9000000;Audio ;2;0;9000000;0;0;0;0;0;0;0;0;0;0;2000000;7000000;0;0;0;0;0;0;0;20
5.28E+07;Curated Web ;4;0;52753793;0;0;0;0;0;0;0;0;0;0;3250000;15500000;33000000;0;0;0;0;0;1;20
1600000;Biotechnology ;2;0;1600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
2.05E+08;Internet of Things ;6;0;205300000;0;0;0;0;0;0;0;0;0;0;7500000;31600000;25000000;61200000;30000000;50000000;0;0;1;21
9130000;Hardware + Software ;2;0;9130000;0;0;0;0;0;0;0;0;0;0;0;0;0;7000000;0;0;0;0;1;26
4.35E+07;Software ;4;0;43500000;0;0;0;0;0;0;0;0;0;0;0;0;8000000;12000000;0;0;0;0;1;24
3.50E+07;Software ;3;350000;34600000;0;0;0;0;0;0;0;0;0;0;6800000;27800000;0;0;0;0;0;0;1;12
50000;Software ;1;0;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
1.53E+07;Semiconductors ;3;0;15263250;0;0;0;0;0;0;0;0;0;0;0;0;0;5050000;0;0;0;0;1;18
5.19E+08;Consumer Electronics ;11;0;188799995;0;0;93000000;0;0;237000000;0;0;0;0;5000000;70000000;0;0;63999995;0;0;0;1;26
3485000;Games ;2;885000;0;0;0;0;2600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13
2.15E+07;Mobile ;3;0;20000000;0;0;0;1500000;0;0;0;0;0;0;10000000;10000000;0;0;0;0;0;0;1;20
8000000;B2B ;1;0;8000000;0;0;0;0;0;0;0;0;0;0;8000000;0;0;0;0;0;0;0;1;17
383049;Hardware + Software ;1;0;383049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27
1.27E+08;Health Care ;2;0;6999998;0;0;120000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;22
675000;Biotechnology ;3;0;675000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
2250000;Internet Marketing ;3;1750000;0;0;0;0;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
8067000;Web Hosting ;5;0;8000000;0;0;0;0;67000;0;0;0;0;0;2000000;2000000;3500000;0;0;0;0;0;1;14
2.14E+07;Messaging ;6;0;0;0;21350000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;32
1.66E+07;Advertising Platforms ;4;2000000;14000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;17
5000000;Social Media ;1;0;5000000;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;0;1;20
5000000;Internet Marketing ;1;0;5000000;0;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;1;24
1.50E+07;Consumer Internet ;3;0;10500000;0;0;0;4500000;0;0;0;0;0;0;10500000;0;0;0;0;0;0;0;1;17
4898097;Hardware + Software ;4;0;3750000;0;0;1148097;0;0;0;0;0;0;0;500000;0;0;0;0;0;0;0;1;17
698000;Education ;1;0;698000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15
8.00E+07;E-Commerce ;2;0;55000000;0;0;25000000;0;0;0;0;0;0;0;55000000;0;0;0;0;0;0;0;1;11
9000000;Games ;1;0;9000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
100000;Travel ;2;100000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
400000;Marketplaces ;1;400000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
1.00E+07;Finance ;1;0;10000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
4.09E+07;Employment ;5;875000;36000000;0;0;4000000;0;0;0;0;0;0;0;6000000;10000000;20000000;0;0;0;0;0;1;15
9100000;Chat ;2;0;8300000;0;0;0;800000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19
360000;E-Commerce ;1;0;360000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
1.79E+07;Games ;3;0;17900000;0;0;0;0;0;0;0;0;0;0;6400000;4000000;7500000;0;0;0;0;0;1;26
2300000;Artificial Intelligence ;2;0;0;0;0;0;0;0;0;0;0;0;2300000;0;0;0;0;0;0;0;0;1;13
2.68E+07;Health and Wellness ;3;1000000;25800000;0;0;0;0;0;0;0;0;0;0;7500000;18300000;0;0;0;0;0;0;1;14
3500000;Gift Card ;2;3500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
1.80E+07;Contact Management ;3;0;17950000;0;0;0;0;0;0;0;0;0;0;750000;5200000;12000000;0;0;0;0;0;1;22
900000;Software ;1;900000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
7499000;Mobile ;3;500000;6999000;0;0;0;0;0;0;0;0;0;0;6999000;0;0;0;0;0;0;0;1;15
8.87E+07;Advertising ;7;0;88251133;0;0;0;400000;0;0;0;0;0;0;5000000;26000000;43000000;7500000;0;0;0;0;1;20
900000;Music ;1;0;900000;0;0;0;0;0;0;0;0;0;0;900000;0;0;0;0;0;0;0;1;17
7000000;Analytics ;2;0;7000000;0;0;0;0;0;0;0;0;0;0;7000000;0;0;0;0;0;0;0;1;15
6.94E+07;Technology ;5;0;69426794;0;0;0;0;0;0;0;0;0;0;15000000;12000000;30000000;0;0;0;0;0;1;24
3.14E+07;Mobile Advertising ;5;2700000;28700000;0;0;0;0;0;0;0;0;0;0;10700000;0;5800000;0;0;0;0;0;1;18
250000;Task Management ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
50000;Health and Wellness ;1;0;50000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
189704;Biotechnology ;1;0;189704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
7500000;Mobile ;2;0;7500000;0;0;0;0;0;0;0;0;0;0;0;4000000;0;0;0;0;0;0;1;20
650000;Software ;1;0;0;0;0;650000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;25
4000000;Enterprise Software ;1;0;4000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
1.13E+07;Curated Web ;3;0;11300000;0;0;0;0;0;0;0;0;0;0;4300000;7000000;0;0;0;0;0;0;1;13
5000000;Search ;1;0;5000000;0;0;0;0;0;0;0;0;0;0;0;5000000;0;0;0;0;0;0;1;23
4.20E+07;Curated Web ;4;0;40000000;0;0;2000000;0;0;0;0;0;0;0;7000000;13000000;20000000;0;0;0;0;0;1;21
2614275;Software ;7;1604000;870275;0;0;140000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12
250000;Consulting ;1;250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
2000000;Employment ;1;2000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
200000;Consulting ;1;0;200000;0;0;0;0;0;0;0;0;0;0;200000;0;0;0;0;0;0;0;1;15
5550000;Curated Web ;2;0;5300000;0;0;0;250000;0;0;0;0;0;0;5300000;0;0;0;0;0;0;0;1;22
800000;Internet ;2;0;0;0;0;0;0;800000;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14
300000;Search ;1;0;0;0;0;0;300000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21
1710000;Software ;2;0;1710000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;16
5.25E+07;Search ;4;0;52500000;0;0;0;0;0;0;0;0;0;0;8000000;19500000;18000000;7000000;0;0;0;0;1;21
2015000;Analytics ;2;0;1634000;0;0;0;0;0;0;0;0;0;0;1634000;0;0;0;0;0;0;0;1;14
200000;Employment ;1;200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
5.55E+07;Recruiting ;4;0;55450000;0;0;0;0;0;0;0;0;0;0;7200000;8250000;15000000;25000000;0;0;0;0;1;22
30000;Employment ;2;30000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15
1200000;Curated Web ;1;1200000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
130000;Health Care ;1;0;130000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
120000;Social Media ;1;120000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11
199999;Software ;1;0;199999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17
3.00E+07;Hospitality ;1;0;0;0;0;30000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28
