"funding_total_usd ";"name";"market ";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"29350485";"Nextreme Thermal Solutions";"Hardware + Software ";2;2004-01-01 00:00:00;2005-03-04 00:00:00;0
"800000";"nextSociety, Inc.";"Professional Networking ";2;2013-07-01 00:00:00;2014-01-29 00:00:00;0
"1750000";"NextSpace";"Curated Web ";3;2008-06-01 00:00:00;2011-03-09 00:00:00;0
"150000";"NextStep.io";"Health and Wellness ";1;2012-01-01 00:00:00;2013-06-01 00:00:00;0
"700000";"Nextt";"Social Media ";1;2012-01-01 00:00:00;2013-06-19 00:00:00;0
"1180000";"NextUser";"CRM ";3;2013-03-06 00:00:00;2013-11-10 00:00:00;0
"15247925";"Nexx Systems";"Semiconductors ";3;2001-01-01 00:00:00;2005-09-29 00:00:00;0
"350000";"NFi Studios";"Web Development ";1;2004-12-01 00:00:00;2010-05-18 00:00:00;0
"7542266";"Nfocus Neuromedical";"Hardware + Software ";2;1997-01-01 00:00:00;2010-09-13 00:00:00;0
"20876578";"nGage Labs";"Software ";2;2011-01-01 00:00:00;2013-06-17 00:00:00;0
"800000";"Ngaged Software Inc";"Software ";1;2009-04-19 00:00:00;2013-02-10 00:00:00;0
"10680000";"nGame";"Software ";2;2011-07-11 00:00:00;2013-11-25 00:00:00;0
"60000";"nGAP";"Software ";1;2008-01-01 00:00:00;2012-07-24 00:00:00;0
"13000000";"Nginx";"Software ";2;2011-01-01 00:00:00;2011-10-10 00:00:00;0
"144939000";"NGM Biopharmaceuticals";"Biotechnology ";4;2007-01-01 00:00:00;2009-12-22 00:00:00;0
"44800000";"ngmoco";"Mobile ";4;2008-06-26 00:00:00;2008-07-31 00:00:00;0
"1200000";"Ngt4u.inc";"Tutoring ";1;2009-02-02 00:00:00;2010-07-26 00:00:00;1
"9000000";"Niara Inc.";"Security ";1;2013-10-15 00:00:00;2014-03-11 00:00:00;0
"3050000";"Niche";"Social Media ";2;2013-06-01 00:00:00;2013-11-22 00:00:00;0
"41815432";"Nicira Networks";"Web Hosting ";4;2007-01-01 00:00:00;2009-06-25 00:00:00;0
"16572736";"NICO";"Biotechnology ";2;2007-01-01 00:00:00;2009-07-26 00:00:00;0
"900 ";"Nieves Business Support Agency";"Consulting ";1;2014-09-16 00:00:00;2014-09-16 00:00:00;0
"800000";"Nifti";"Curated Web ";1;2012-01-01 00:00:00;2013-07-18 00:00:00;0
"5000000";"Nifty After Fifty";"Hospitality ";1;2006-01-01 00:00:00;2009-08-27 00:00:00;0
"2000000";"NiftyThrifty";"Fashion ";1;2011-01-01 00:00:00;2012-08-24 00:00:00;0
"645869";"Night & Day Studios";"Mobile ";1;2006-05-03 00:00:00;2013-02-27 00:00:00;0
"275000";"Night Out";"Discounts ";2;2010-12-01 00:00:00;2012-05-01 00:00:00;0
"500000";"Night Up";"Web Development ";1;2012-12-01 00:00:00;2012-11-30 00:00:00;0
"25000000";"NightHawk Radiology Services";"Hospitals ";1;2001-01-01 00:00:00;2004-04-07 00:00:00;0
"120000";"Nightingale";"Health and Wellness ";1;2013-07-23 00:00:00;2014-07-16 00:00:00;0
"120000";"Nightpro";"Event Management ";2;2012-01-01 00:00:00;2012-12-01 00:00:00;0
"10488500";"Niiki Pharma";"Biotechnology ";3;2007-01-01 00:00:00;2009-01-06 00:00:00;0
"13000000";"NileGuide";"Career Planning ";3;2006-03-05 00:00:00;2006-01-01 00:00:00;0
"140000";"Niles Media Group";"News ";1;2010-01-01 00:00:00;2010-09-07 00:00:00;0
"3000000";"Nimaya";"Enterprise Software ";1;1998-01-01 00:00:00;2006-05-24 00:00:00;0
"50000";"NimbeLink";"Software ";1;2013-02-10 00:00:00;2014-10-30 00:00:00;0
"11544000";"Nimbic (formerly Physware)";"Enterprise Software ";4;2006-01-01 00:00:00;2008-02-13 00:00:00;0
"5425636";"Nimbit";"Music ";5;2004-01-01 00:00:00;2006-05-01 00:00:00;0
"105000";"Nimbix";"Software ";1;2010-02-20 00:00:00;2012-08-30 00:00:00;0
"3000000";"Nimble CRM";"Sales and Marketing ";2;2009-04-01 00:00:00;2010-01-01 00:00:00;0
"98751230";"Nimble Storage";"Technology ";5;2008-01-01 00:00:00;2008-12-21 00:00:00;0
"6150000";"Nimble TV";"Software ";2;2010-01-01 00:00:00;2011-10-27 00:00:00;0
"2249999";"Nimble VR";"Software ";2;2012-01-01 00:00:00;2012-03-30 00:00:00;0
"12950000";"Nimblefish Technologies";"Advertising ";2;1999-01-01 00:00:00;2005-04-01 00:00:00;0
"12000000";"NIMBOXX";"Services ";1;2012-01-01 00:00:00;2014-06-18 00:00:00;0
"20750000";"Nimbula";"Infrastructure ";2;2008-01-01 00:00:00;2010-06-23 00:00:00;0
"142500";"Nimbus Concepts";"Biotechnology ";1;2011-01-01 00:00:00;2011-12-07 00:00:00;0
"2000000";"Nimbus Data";"Software ";1;2006-01-01 00:00:00;2007-01-01 00:00:00;0
"29000000";"Nimbus Discovery";"Biotechnology ";3;2009-01-01 00:00:00;2010-04-29 00:00:00;0
"20000";"Nimbus LLC";"Consulting ";1;2013-05-01 00:00:00;2013-05-03 00:00:00;0
"761787";"Nimbuz Inc";"Software ";1;2011-01-01 00:00:00;2013-08-02 00:00:00;0
"6500000";"NineSigma";"Enterprise Software ";2;2000-01-01 00:00:00;2008-05-05 00:00:00;0
"15000002";"Ning";"Software ";1;2004-01-01 00:00:00;2009-07-23 00:00:00;0
"119000000";"Ning by Glam Media";"Enterprise Software ";4;2004-10-31 00:00:00;2007-01-01 00:00:00;0
"2402000";"Ninja Blocks";"Home Automation ";3;2012-01-01 00:00:00;2013-07-01 00:00:00;0
"2800000";"Ninja Metrics";"Analytics ";1;2010-01-01 00:00:00;2013-11-11 00:00:00;0
"135000000";"Nintex";"Cloud Data Services ";1;2006-01-01 00:00:00;2013-03-27 00:00:00;0
"49256256";"NinthDecimal";"Direct Marketing ";6;2003-03-20 00:00:00;2006-05-17 00:00:00;0
"750000";"Ninua";"Facebook Applications ";4;2007-05-01 00:00:00;2011-01-17 00:00:00;0
"12000000";"Nipendo";"Banking ";2;2007-01-01 00:00:00;2009-10-16 00:00:00;0
"2000000";"Nirmidas Biotech";"Biotechnology ";1;2013-01-01 00:00:00;2014-08-18 00:00:00;0
"1122893";"Nirvaha";"Software ";4;2007-01-01 00:00:00;2009-08-24 00:00:00;0
"70000000";"Nirvanix";"Cloud Data Services ";5;2007-07-01 00:00:00;2007-09-18 00:00:00;1
"28427670";"Nistica";"Web Hosting ";6;2005-01-01 00:00:00;2006-05-24 00:00:00;0
"72000";"Nitch";"Social Media ";1;2011-03-01 00:00:00;2011-11-01 00:00:00;0
"1750000";"Nitride Solutions";"Semiconductors ";1;2009-01-01 00:00:00;2013-10-09 00:00:00;0
"21600000";"Nitro";"Software ";3;2005-01-01 00:00:00;2012-04-03 00:00:00;0
"130000";"NitroPCR";"Health Care Information Technology ";1;2014-07-01 00:00:00;2013-03-01 00:00:00;0
"29000001";"NitroSecurity";"Security ";6;1999-01-01 00:00:00;2005-02-25 00:00:00;0
"2005950";"NitroSell";"Software ";1;2005-01-01 00:00:00;2007-04-08 00:00:00;0
"7650000";"Nitrous";"Software ";2;2012-07-01 00:00:00;2013-04-16 00:00:00;0
"4205538";"Niveus Medical";"Biotechnology ";3;2008-01-01 00:00:00;2011-09-15 00:00:00;0
"5615000";"Nix Hydra";"Mobile Games ";2;2012-01-01 00:00:00;2012-01-01 00:00:00;0
"10000000";"Nixle";"Messaging ";1;2007-01-02 00:00:00;2010-07-01 00:00:00;0
"165000000";"NJOY";"Health and Wellness ";3;2006-01-01 00:00:00;2012-04-09 00:00:00;0
"430000";"NJVC";"Enterprise Software ";1;2000-01-01 00:00:00;2010-01-13 00:00:00;0
"44404040";"nLIGHT Corp.";"Semiconductors ";4;2000-01-01 00:00:00;2007-09-10 00:00:00;0
"12000000";"nlyte Software";"Software ";2;2003-01-01 00:00:00;2008-05-01 00:00:00;0
"50000";"NMRKT";"Lead Generation ";1;2013-04-01 00:00:00;2014-01-29 00:00:00;0
"4900";"No Paper Just Vapor";"Manufacturing ";1;2014-08-19 00:00:00;2014-08-19 00:00:00;0
"1100000";"No Surprises Software";"Software ";1;2011-01-01 00:00:00;2013-11-15 00:00:00;0
"123000";"Nobex Technologies";"Mobile ";1;2007-01-01 00:00:00;2008-10-21 00:00:00;0
"6000000";"Nobis Technology Group";"Networking ";1;2006-01-01 00:00:00;2014-03-10 00:00:00;0
"370000";"Nobl";"Health Care ";3;2012-01-01 00:00:00;2013-01-01 00:00:00;0
"335000";"Noble Life Sciences";"Biotechnology ";2;2010-01-01 00:00:00;2010-12-14 00:00:00;0
"2000000";"NOBLE PEAK VISION";"Hardware + Software ";1;2002-01-01 00:00:00;2009-12-18 00:00:00;0
"398914";"Nobles Medical Technologies";"Health Care ";1;2009-01-01 00:00:00;2012-10-29 00:00:00;0
"310000";"NOC2 Healthcare";"Hardware + Software ";1;2009-01-01 00:00:00;2010-05-12 00:00:00;0
"27039999";"Nodality";"Biotechnology ";5;2003-01-01 00:00:00;2006-08-17 00:00:00;0
"2000000";"Nodeable";"Big Data ";1;2011-03-01 00:00:00;2011-07-26 00:00:00;0
"2650000";"Nodejitsu";"Web Hosting ";3;2010-04-20 00:00:00;2011-04-01 00:00:00;0
"30000";"NodePing";"Messaging ";1;2011-05-17 00:00:00;2011-06-01 00:00:00;0
"1500000";"NodePrime";"Enterprise Software ";2;2013-02-04 00:00:00;2013-02-04 00:00:00;0
"50000";"Nohms Technologies";"Software ";1;2010-10-01 00:00:00;2013-12-03 00:00:00;0
"1400000";"NoiseFree";"Software ";1;2005-01-01 00:00:00;2007-07-11 00:00:00;0
"250000";"Noitavonne";"Manufacturing ";1;2009-11-23 00:00:00;2011-09-01 00:00:00;0
"35500000";"Nok Nok Labs";"Security ";3;2011-11-01 00:00:00;2013-02-12 00:00:00;0
"200000";"Nokori";"Messaging ";1;2013-01-01 00:00:00;2013-03-01 00:00:00;0
"310000";"NOLA J&B";"Real Estate ";1;2013-08-09 00:00:00;2014-07-22 00:00:00;0
"150000";"NoLimits Enterprises";"Manufacturing ";1;2011-01-01 00:00:00;2013-10-29 00:00:00;0
"334171";"NOMAD GOODS";"Fashion ";2;2012-09-10 00:00:00;2012-08-27 00:00:00;0
"11298100";"Nomadesk";"Enterprise 2.0 ";3;2004-09-20 00:00:00;2005-08-01 00:00:00;0
"13000000";"Nomi";"Retail ";2;2012-09-01 00:00:00;2013-02-11 00:00:00;0
"25000";"Nomiku";"Hardware + Software ";2;2012-06-01 00:00:00;2012-02-01 00:00:00;0
"41000000";"Nominum";"Sales and Marketing ";4;1999-01-01 00:00:00;2000-05-11 00:00:00;0
"21000000";"Nomis Solutions";"Finance ";3;2004-01-01 00:00:00;2005-06-01 00:00:00;0
"25000";"Nommunity";"Organic ";1;2010-11-01 00:00:00;2012-04-02 00:00:00;0
"52000000";"Nomorerack.com";"E-Commerce ";2;2010-11-03 00:00:00;2012-11-30 00:00:00;0
"6258682";"Noninvasive Medical Technologies";"Biotechnology ";1;2003-01-01 00:00:00;2009-09-10 00:00:00;0
"501000";"Nook Sleep Systems";"Manufacturing ";1;2009-01-01 00:00:00;2010-02-16 00:00:00;0
"12209261";"Noom";"Software ";6;2007-09-01 00:00:00;2011-06-01 00:00:00;0
"3624900";"Noosh";"Software ";1;1998-01-01 00:00:00;2005-03-31 00:00:00;0
"426960";"Noovo";"Ediscovery ";1;2008-08-01 00:00:00;2007-10-01 00:00:00;0
"600000";"Noquo";"3D Printing ";1;2013-01-01 00:00:00;2013-10-07 00:00:00;0
"29100000";"Nor1";"Analytics ";3;2004-01-01 00:00:00;2009-09-02 00:00:00;0
"20932000";"Nora Therapeutics";"Biotechnology ";2;2010-10-01 00:00:00;2010-06-02 00:00:00;0
"54000000";"Nordic Windpower";"Clean Technology ";3;2007-01-01 00:00:00;2007-10-02 00:00:00;1
"2000000";"NoRedInk";"Education ";3;2012-01-01 00:00:00;2012-10-31 00:00:00;0
"1332500";"Noribachi";"Manufacturing ";4;2007-01-01 00:00:00;2009-04-22 00:00:00;0
"25156708";"NormOxys";"Biotechnology ";5;2003-01-01 00:00:00;2009-04-29 00:00:00;0
"13550000";"Norse";"IT and Cybersecurity ";3;2010-04-10 00:00:00;2011-09-01 00:00:00;0
"4462462";"North End Technologies";"Public Relations ";2;2007-01-01 00:00:00;2009-07-24 00:00:00;0
"311500";"North Shore InnoVentures";"Biotechnology ";2;2008-01-01 00:00:00;2011-08-16 00:00:00;0
"10991490";"Northeast Wireless Networks";"Mobile ";1;2000-01-01 00:00:00;2013-12-02 00:00:00;0
"10000000";"Northern Brewer";"E-Commerce ";1;1993-10-01 00:00:00;2011-11-10 00:00:00;0
"1500000";"NorthPage";"Enterprise Software ";1;2007-01-01 00:00:00;2013-03-14 00:00:00;0
"29500000";"NorthStar Systems International";"Software ";2;2001-01-01 00:00:00;2007-11-14 00:00:00;0
"73895000";"Northwest Biotherapeutics";"Biotechnology ";4;1998-01-01 00:00:00;2010-12-09 00:00:00;0
"2242250";"Nortis";"Biotechnology ";2;2007-01-01 00:00:00;2014-03-26 00:00:00;0
"395000";"NotaryCam";"Identity ";1;2012-01-01 00:00:00;2014-11-18 00:00:00;0
"600000";"NoteBowl";"All Students ";1;2011-07-01 00:00:00;2014-10-21 00:00:00;0
"4000000";"Noteworthy Medical Systems";"Software ";1;1996-01-01 00:00:00;2009-08-14 00:00:00;0
"300000";"Notice Kiosk";"Communities ";1;2011-08-03 00:00:00;2012-12-15 00:00:00;0
"200000";"Notifixious";"Subscription Businesses ";2;2008-06-01 00:00:00;2008-06-01 00:00:00;0
"248502";"Notify Technology";"Mobile ";1;1994-08-01 00:00:00;2009-12-11 00:00:00;0
"74500";"NOTIK";"Auctions ";1;2011-06-01 00:00:00;2012-01-01 00:00:00;0
"480000";"Notion";"Sensors ";1;2013-01-01 00:00:00;2014-08-01 00:00:00;0
"30000";"Notizza";"Software ";1;2014-07-29 00:00:00;2014-07-29 00:00:00;0
"75000";"Nourish";"Hospitality ";1;2013-04-17 00:00:00;2014-01-16 00:00:00;0
"2100000";"nousDECOR";"Design ";1;2012-01-01 00:00:00;2014-09-01 00:00:00;0
"330000";"Nouvola";"Enterprise Software ";1;2012-01-01 00:00:00;2014-02-03 00:00:00;0
"250000";"Nouvou, Inc.";"Mobile ";1;2012-01-01 00:00:00;2012-06-12 00:00:00;0
"34588274";"NovaDigm Therapeutics";"Biotechnology ";2;2005-01-01 00:00:00;2013-02-20 00:00:00;0
"1095000";"Novadiol";"Biotechnology ";1;2012-01-01 00:00:00;2014-07-11 00:00:00;0
"12000000";"Novafora";"Software ";1;2004-01-01 00:00:00;2007-08-20 00:00:00;1
"1000999";"Novalar Pharmaceuticals";"Biotechnology ";1;2000-01-01 00:00:00;2010-07-16 00:00:00;0
"16000000";"Novare Surgical";"Health Care ";1;1999-01-01 00:00:00;2006-10-04 00:00:00;0
"60500000";"Novariant";"Technology ";3;1994-01-01 00:00:00;2005-05-10 00:00:00;0
"50000000";"Novarra";"Mobile ";1;1999-01-01 00:00:00;2007-07-31 00:00:00;0
"13412177";"Novasentis";"Hardware + Software ";2;2006-01-01 00:00:00;2008-01-01 00:00:00;0
"46077411";"NovaSom";"Biotechnology ";3;1992-01-01 00:00:00;2011-01-21 00:00:00;0
"14411764";"Novatel Wireless";"Mobile ";1;1996-01-01 00:00:00;2014-09-18 00:00:00;0
"14000000";"NovaTorque";"Manufacturing ";1;2005-01-01 00:00:00;2013-02-06 00:00:00;0
"3770000";"NovaTract Surgical";"Health Care ";5;2010-01-01 00:00:00;2010-11-10 00:00:00;0
"2267282";"Novel";"Video Games ";3;2010-05-04 00:00:00;2010-06-24 00:00:00;0
"75000000";"Novel Therapeutic Technologies";"Biotechnology ";1;2003-01-01 00:00:00;2011-12-19 00:00:00;0
"253103";"Novelix Pharmaceuticals";"Biotechnology ";1;2005-01-01 00:00:00;2009-10-23 00:00:00;0
"1430000";"NovelMed Therapeutics";"Biotechnology ";1;2003-01-01 00:00:00;2013-09-11 00:00:00;0
"25000";"NoveltyLab";"Virtual Currency ";1;2012-07-09 00:00:00;2014-04-01 00:00:00;0
"7400000";"Novera Optics";"Web Hosting ";1;1999-01-01 00:00:00;2006-03-06 00:00:00;0
"25000";"Novi";"News ";1;2013-07-20 00:00:00;2013-07-20 00:00:00;0
"465000";"Novi Security Inc.";"Security ";1;2013-11-11 00:00:00;2014-10-08 00:00:00;0
"3780000";"Novia CareClinics";"Health and Wellness ";3;2006-01-01 00:00:00;2009-05-20 00:00:00;0
"6000000";"Novinda";"Clean Technology ";1;2009-01-01 00:00:00;2012-02-13 00:00:00;0
"10680599";"Novint Technologies";"Software ";3;1999-01-01 00:00:00;2004-05-01 00:00:00;0
"30495233";"Novira Therapeutics";"Biotechnology ";3;2009-01-01 00:00:00;2011-07-26 00:00:00;0
"2000000";"Novita Pharmaceuticals";"Biotechnology ";1;2010-01-01 00:00:00;2011-01-01 00:00:00;0
"4745000";"Novita Therapeutics";"Biotechnology ";5;2009-01-01 00:00:00;2009-11-17 00:00:00;0
"961000";"Novocor Medical Systems";"Biotechnology ";1;2013-01-01 00:00:00;2013-08-30 00:00:00;0
"4800000";"NovoEd";"Social Network Media ";2;2013-01-01 00:00:00;2013-01-01 00:00:00;0
"5500000";"Novogy";"Clean Technology ";3;2009-01-01 00:00:00;2011-03-01 00:00:00;0
"46400000";"Novomer";"Clean Technology ";5;2004-01-01 00:00:00;2007-11-07 00:00:00;0
"14080310";"NoWait";"Mobile ";6;2010-01-01 00:00:00;2010-10-22 00:00:00;0
"64000";"Nowell Development";"Industrial ";1;2003-01-10 00:00:00;2009-02-10 00:00:00;0
"12500000";"NowSecure";"Apps ";2;2008-01-01 00:00:00;2014-08-20 00:00:00;0
"1360000";"NowSpots";"Advertising ";2;2010-01-01 00:00:00;2010-11-15 00:00:00;0
"9600000";"NowThis News";"Mobile ";2;2012-09-01 00:00:00;2013-05-01 00:00:00;0
"6446217";"Noxilizer";"Hospitality ";4;2004-01-01 00:00:00;2010-10-22 00:00:00;0
"2800000";"NOZA";"Humanitarian ";3;2006-01-01 00:00:00;2006-06-01 00:00:00;0
"5000000";"nPario";"Analytics ";1;2010-01-01 00:00:00;2011-05-06 00:00:00;0
"1700000";"nprogress";"Mobile ";1;2010-02-01 00:00:00;2011-12-01 00:00:00;1
"2947189";"nPulse Technologies";"Web Hosting ";2;2011-01-01 00:00:00;2013-07-11 00:00:00;0
"10000000";"NQ Mobile Inc.";"Software ";6;2005-10-04 00:00:00;2007-12-01 00:00:00;0
"8500000";"nScaled";"IaaS ";2;2009-01-01 00:00:00;2012-02-21 00:00:00;0
"850000";"NSFW Corporation";"News ";3;2011-01-01 00:00:00;2011-10-05 00:00:00;0
"800000";"NTB Media";"Games ";1;2009-01-01 00:00:00;2009-01-01 00:00:00;0
"33447248";"NthDegree Technologies Worldwide";"Semiconductors ";2;2006-01-01 00:00:00;2009-12-08 00:00:00;0
"1000000";"Ntirety";"Analytics ";1;2001-01-01 00:00:00;2008-03-26 00:00:00;0
"570000";"Ntractive";"Mac ";1;2006-01-20 00:00:00;2008-07-08 00:00:00;0
"3299800";"Nu-Pulse";"Biotechnology ";2;1998-01-01 00:00:00;2011-05-19 00:00:00;0
"1162500";"Nu-Tech Foods";"Hospitality ";2;2010-01-01 00:00:00;2011-07-27 00:00:00;0
"500000";"Nuage Corporation";"Security ";1;2011-01-01 00:00:00;2012-03-22 00:00:00;0
"4181464";"Nubisio";"Enterprise Software ";1;2011-01-01 00:00:00;2012-11-08 00:00:00;0
"27650420";"Nuclea Biotechnologies";"Biotechnology ";9;2005-01-01 00:00:00;2009-06-10 00:00:00;0
"3300000";"NuConomy";"Analytics ";2;2006-01-01 00:00:00;2007-04-01 00:00:00;0
"3500000";"NuCurrent";"Mobile ";1;2009-01-01 00:00:00;2014-10-21 00:00:00;0
"140000";"Nudge";"Health and Wellness ";1;2011-05-01 00:00:00;2012-06-04 00:00:00;0
"679996";"NudgeRx";"Health and Wellness ";3;2009-11-09 00:00:00;2011-04-07 00:00:00;0
"1876620";"Nuforce";"Hardware + Software ";2;2005-01-01 00:00:00;2009-12-03 00:00:00;0
"11179995";"NuGEN Technologies";"Biotechnology ";3;2000-01-01 00:00:00;2010-03-31 00:00:00;0
"600000";"Nugg-it";"Manufacturing ";1;2011-01-01 00:00:00;2013-03-01 00:00:00;1
"187500";"NuHabitat";"SaaS ";2;2010-05-01 00:00:00;2013-10-15 00:00:00;0
"30860";"Nuhook";"Software ";1;2011-01-01 00:00:00;2011-03-24 00:00:00;0
"1600000";"Nuiku";"Software ";1;2013-01-01 00:00:00;2013-09-17 00:00:00;0
"5959315";"Nukotoys";"Games ";2;2008-01-01 00:00:00;2010-07-14 00:00:00;0
"300000";"NuLife Recovery";"Internet ";1;2013-01-01 00:00:00;2013-07-06 00:00:00;0
"1750000";"Nulu";"English-Speaking ";1;2011-06-01 00:00:00;2013-06-01 00:00:00;0
"2899199";"NuMat Technologies";"Nanotechnology ";2;2012-01-01 00:00:00;2013-06-12 00:00:00;0
"83500";"Number 1 Products and Services";"Hospitality ";1;2014-03-01 00:00:00;2014-05-15 00:00:00;0
"775000";"numberFire";"Sports ";2;2010-04-01 00:00:00;2011-06-06 00:00:00;0
"15600000";"Numecent";"Enterprise Software ";2;1996-01-01 00:00:00;2012-02-01 00:00:00;0
"3500000";"NuMedii";"Biotechnology ";1;2008-01-01 00:00:00;2013-06-26 00:00:00;0
"13740487";"Numerate";"Biotechnology ";2;2007-03-18 00:00:00;2009-03-01 00:00:00;0
"925000";"Numerex";"Mobile ";1;1992-01-01 00:00:00;2013-02-15 00:00:00;0
"23000000";"Numerify";"Analytics ";2;2012-01-01 00:00:00;2013-10-02 00:00:00;0
"700000";"Numerous";"Social Media ";1;2013-01-01 00:00:00;2014-10-01 00:00:00;0
"40000";"Numote";"Television ";2;2010-01-01 00:00:00;2010-08-11 00:00:00;0
"50000";"nuMVC";"Advertising ";1;2012-01-01 00:00:00;2013-05-06 00:00:00;0
"26200000";"NuoDB";"Enterprise Software ";4;2010-01-01 00:00:00;2010-11-14 00:00:00;0
"3060000";"NuORDER";"Fashion ";1;2011-08-01 00:00:00;2012-10-01 00:00:00;0
"725000";"NuPotential";"Biotechnology ";2;2004-01-01 00:00:00;2013-06-12 00:00:00;0
"5000000";"nuPSYS";"Computers ";1;2011-01-01 00:00:00;2013-04-10 00:00:00;0
"2000000";"Nurego";"Software ";1;2013-01-01 00:00:00;2013-12-04 00:00:00;0
"25000";"Nurep Inc.";"Mobile Health ";1;2012-07-01 00:00:00;2013-01-14 00:00:00;0
"3257600";"Nurigene";"Fashion ";1;2010-01-01 00:00:00;2011-03-31 00:00:00;0
"28200000";"Nurix";"Biotechnology ";2;2009-01-01 00:00:00;2012-05-17 00:00:00;0
"738384";"Nuro Pharma";"Biotechnology ";2;2012-01-01 00:00:00;2012-07-11 00:00:00;0
"52705658";"Nuron Biotech";"Biotechnology ";2;2010-01-01 00:00:00;2013-01-03 00:00:00;0
"372860";"Nursenav";"Software ";1;2007-01-01 00:00:00;2009-12-16 00:00:00;0
"7631514";"Nurture, Inc.";"Hospitality ";2;2006-01-01 00:00:00;2010-12-10 00:00:00;0
"30479384";"NuScriptRx";"Health Care ";7;2007-01-01 00:00:00;2009-09-18 00:00:00;0
"150000";"Nusocket is now BeON Home";"Hardware + Software ";1;2013-01-01 00:00:00;2013-12-27 00:00:00;0
"8100000";"Nusym Technology";"Semiconductors ";2;2004-01-01 00:00:00;2008-09-10 00:00:00;0
"312200000";"Nutanix";"Enterprise Software ";5;2009-01-01 00:00:00;2011-04-19 00:00:00;0
"3474998";"Nutek Orthopaedics";"Biotechnology ";2;2006-01-01 00:00:00;2009-04-30 00:00:00;0
"40000";"Nutmeg Education";"Curated Web ";1;2011-01-01 00:00:00;2013-06-03 00:00:00;0
"585000";"Nutorious Nut Confections";"Hospitality ";1;2007-01-01 00:00:00;2011-04-12 00:00:00;0
"12500000";"NutraMed";"Biotechnology ";1;1998-01-01 00:00:00;2014-01-05 00:00:00;0
"600000";"Nutraspace";"Health and Wellness ";1;2011-01-01 00:00:00;2011-10-20 00:00:00;0
"120000";"Nutritionix";"Nutrition ";1;2010-01-01 00:00:00;2011-06-01 00:00:00;0
"750000";"Nutshell";"Software ";1;2010-11-15 00:00:00;2011-10-24 00:00:00;0
"607260";"NutshellMail";"Email ";2;2007-09-15 00:00:00;2009-05-29 00:00:00;0
"1762000";"Nuve";"Cloud Computing ";2;2009-01-01 00:00:00;2013-07-23 00:00:00;0
"38900000";"Nuventix";"Lighting ";4;2003-01-01 00:00:00;2005-09-06 00:00:00;0
"7100000";"NuView Systems";"Human Resources ";2;1994-04-01 00:00:00;2009-04-06 00:00:00;0
"1136000";"Nuvilex";"Biotechnology ";1;2001-01-01 00:00:00;2013-12-27 00:00:00;0
"80000";"NUVIZ";"Automotive ";1;2013-01-01 00:00:00;2014-11-01 00:00:00;0
"535016";"NuvoMed";"Health Care ";1;2012-01-01 00:00:00;2014-01-22 00:00:00;0
"17459444";"Nuvosun";"Clean Technology ";2;2008-01-01 00:00:00;2010-01-08 00:00:00;0
"200000";"Nuvotronics";"Hardware + Software ";1;2008-01-01 00:00:00;2009-06-15 00:00:00;0
"9860740";"Nuxeo";"Enterprises ";4;2000-12-01 00:00:00;2007-09-01 00:00:00;0
"7650097";"NVELO";"Storage ";2;2010-06-01 00:00:00;2010-12-16 00:00:00;0
"25000000";"Nvidia";"Hardware + Software ";2;1993-01-01 00:00:00;2009-01-01 00:00:00;0
"1116749";"Nvigen";"Biotechnology ";2;2011-01-01 00:00:00;2014-02-18 00:00:00;0
"1000000";"nvite";"Events ";1;2013-06-01 00:00:00;2014-08-18 00:00:00;0
"4256463";"Nvoicepay";"Finance Technology ";5;2009-01-01 00:00:00;2010-04-12 00:00:00;0
"22377875";"nVoq";"Software ";2;2000-01-01 00:00:00;2014-07-18 00:00:00;0
"9000000";"nWay";"Games ";2;2011-01-01 00:00:00;2012-10-01 00:00:00;0
"4273000";"NX Pharmagen";"Biotechnology ";2;2010-01-01 00:00:00;2012-01-01 00:00:00;0
"46600000";"NxThera";"Health Care ";2;2008-01-01 00:00:00;2011-10-04 00:00:00;0
"550000";"Nymirum";"Biotechnology ";1;2009-01-01 00:00:00;2009-05-22 00:00:00;0
"50000";"O&P Pro";"Software ";1;2013-01-11 00:00:00;2014-04-22 00:00:00;0
"50390000";"O2 Secure Wireless";"Mobile ";2;2003-01-01 00:00:00;2012-09-21 00:00:00;0
"9000000";"o9 Solutions";"Enterprise Software ";3;2009-01-01 00:00:00;2012-12-06 00:00:00;0
"5000";"Oakland Single Parents' Network";"Curated Web ";1;2010-03-15 00:00:00;2011-01-01 00:00:00;1
"3928230";"Oasys Design Systems";"Software ";3;2004-01-01 00:00:00;2011-06-21 00:00:00;0
"58573491";"Ob Hospitalist Group";"Hospitality ";3;2006-01-01 00:00:00;2010-05-11 00:00:00;0
"10100000";"OB10";"Software ";1;2000-01-01 00:00:00;2006-02-28 00:00:00;0
"38899998";"Obalon Therapeutics";"Health Care ";4;2008-01-01 00:00:00;2012-03-26 00:00:00;0
"100000";"Obeo Health";"Health and Wellness ";1;2014-03-02 00:00:00;2014-04-01 00:00:00;0
"36000000";"Oberon Media";"Games ";2;2003-01-01 00:00:00;2008-10-06 00:00:00;0
"1500000";"Obihai Technology";"Public Relations ";1;2010-01-01 00:00:00;2010-03-10 00:00:00;0
"300008";"ObjectFX";"Software ";1;1994-01-01 00:00:00;2009-09-11 00:00:00;0
"9000000";"Objective Logistics";"Big Data ";4;2009-01-01 00:00:00;2010-11-19 00:00:00;0
