"funding_total_usd ";"name";"market ";"status";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"150000";"Lyfepoints";"Clean Energy ";"operating";1;2011-03-15 00:00:00;2011-05-01 00:00:00;0
"332500000";"Lyft";"Transportation ";"operating";6;2012-01-01 00:00:00;2009-06-01 00:00:00;0
"2190000";"Lyncean Technologies";"Biotechnology ";"operating";3;2002-01-01 00:00:00;2011-05-11 00:00:00;0
"103000000";"lynda.com";"Education ";"operating";1;1995-01-01 00:00:00;2013-01-16 00:00:00;0
"85000";"LynxFit";"Fitness ";"operating";3;2013-01-01 00:00:00;2013-06-11 00:00:00;0
"1170000";"LynxIT Solutions";"Mobile ";"operating";2;2007-01-01 00:00:00;2010-06-21 00:00:00;0
"177950";"Lypro Biosciences";"Biotechnology ";"operating";1;2004-01-01 00:00:00;2010-09-06 00:00:00;0
"9300000";"Lytics";"Predictive Analytics ";"operating";4;2012-01-01 00:00:00;2012-10-08 00:00:00;0
"90000000";"Lytro";"Hardware + Software ";"operating";2;2011-01-01 00:00:00;2011-06-01 00:00:00;0
"69000000";"Lytx, Inc.";"Hardware + Software ";"operating";5;1998-02-01 00:00:00;2005-06-22 00:00:00;0
"18700000";"Lyxia";"Biotechnology ";"operating";2;2012-07-26 00:00:00;2013-06-30 00:00:00;0
"10305802";"M Cubed Technologies";"Manufacturing ";"operating";2;1993-01-01 00:00:00;2009-12-07 00:00:00;0
"450000";"M Lite Solution";"Manufacturing ";"operating";1;2012-01-01 00:00:00;2014-06-19 00:00:00;0
"5202758";"M-DISC";"Hardware + Software ";"operating";1;2007-01-01 00:00:00;2009-04-01 00:00:00;0
"2817781";"M-Dot Network";"E-Commerce ";"operating";3;2008-10-01 00:00:00;2009-08-14 00:00:00;0
"20150000";"M-Factor";"Software ";"acquired";2;2003-01-01 00:00:00;2007-06-14 00:00:00;0
"6000000";"M-SIX";"Software ";"operating";2;2007-01-01 00:00:00;2007-11-01 00:00:00;0
"100 ";"M.A. Transportation Services";"Transportation ";"operating";1;2014-05-15 00:00:00;2014-05-15 00:00:00;0
"1225000";"M2 Connections";"Consulting ";"operating";1;1998-01-01 00:00:00;2012-01-12 00:00:00;0
"1331000";"M2G";"Biotechnology ";"operating";1;2006-01-01 00:00:00;2011-02-22 00:00:00;0
"1300000";"m2M Strategies";"Advertising ";"operating";1;2011-01-01 00:00:00;2014-08-14 00:00:00;0
"6500000";"M3 Technology Group";"Enterprise Software ";"acquired";1;2002-01-01 00:00:00;2007-10-12 00:00:00;0
"10500000";"M3X Media";"Games ";"closed";1;2005-01-01 00:00:00;2009-02-25 00:00:00;1
"4125014";"M5 Networks";"Public Relations ";"acquired";1;2000-05-05 00:00:00;2010-11-12 00:00:00;0
"37962332";"M86 Security";"Security ";"acquired";5;1995-01-01 00:00:00;2009-04-07 00:00:00;0
"3000000";"M87";"Mobile ";"operating";1;2012-01-01 00:00:00;2014-04-16 00:00:00;0
"3540748";"M9 Defense";"Enterprise Software ";"operating";4;2009-01-01 00:00:00;2010-03-25 00:00:00;0
"18000000";"M:Metrics";"Demographies ";"acquired";2;2004-01-01 00:00:00;2004-01-01 00:00:00;0
"14195000";"Maana";"Data Integration ";"operating";3;2012-04-01 00:00:00;2012-10-01 00:00:00;0
"22551008";"MabVax Therapeutics";"Biotechnology ";"operating";5;2006-01-01 00:00:00;2009-09-02 00:00:00;0
"275929";"Macaw";"Web Development ";"operating";1;2013-01-01 00:00:00;2013-11-01 00:00:00;0
"1500000";"Mach 1 Development";"Cyber Security ";"operating";2;2007-01-01 00:00:00;2013-02-21 00:00:00;0
"20000";"Mach Fuels";"Automotive ";"operating";1;2012-01-01 00:00:00;2013-09-01 00:00:00;0
"34394995";"Macheen";"Software ";"acquired";5;2010-01-01 00:00:00;2010-04-22 00:00:00;0
